pm25,aqi,co2,temperature,humidity,recommended_mode
15.81,47.43,420.0,29.51,68.59,recirculation
34.08,102.97,568.19,21.46,54.0,recirculation
36.47,38.06,729.81,30.01,50.44,fresh_air
44.81,110.45,1866.28,19.49,43.72,fresh_air
50.39,140.2,1670.82,29.61,39.9,fresh_air
62.97,113.11,962.13,19.1,48.01,fresh_air
42.96,102.07,895.13,24.72,47.65,recirculation
17.25,73.6,456.59,33.77,48.48,fresh_air
85.81,161.85,1227.05,18.14,48.26,fresh_air
98.97,157.85,1807.3,25.11,68.41,fresh_air
118.61,126.61,894.17,32.19,40.39,fresh_air
39.92,107.22,713.19,17.49,61.46,fresh_air
113.09,138.11,420.0,16.96,43.32,fresh_air
93.53,172.49,1218.88,20.58,59.56,fresh_air
6.84,20.0,841.78,20.37,43.53,recirculation
27.15,83.62,420.0,17.08,67.39,fresh_air
163.76,228.76,1045.54,26.57,43.1,recirculation
46.08,80.03,527.84,26.26,64.2,recirculation
13.92,20.0,825.75,32.66,23.78,fresh_air
32.98,94.01,1558.05,20.15,43.62,fresh_air
26.08,54.0,729.16,25.57,49.65,recirculation
47.59,144.26,1062.03,29.84,49.95,fresh_air
20.12,79.01,880.49,26.32,21.48,fresh_air
69.2,92.07,1136.2,22.02,44.56,fresh_air
56.09,118.05,767.13,19.08,68.98,recirculation
70.81,121.18,1651.78,21.55,44.03,fresh_air
43.11,103.2,1135.16,23.83,59.99,fresh_air
47.8,128.83,625.13,16.74,25.17,fresh_air
161.15,142.49,593.16,10.0,85.04,recirculation
15.55,57.39,805.16,23.06,52.68,recirculation
29.69,92.07,420.0,17.36,59.73,fresh_air
67.86,112.69,1345.36,26.35,50.79,fresh_air
99.73,144.02,1610.09,31.0,72.42,fresh_air
31.18,82.5,902.03,24.8,56.97,recirculation
74.57,142.09,508.67,20.09,48.37,recirculation
32.52,88.18,760.86,10.0,95.0,fresh_air
157.7,272.47,1017.18,26.95,66.23,recirculation
171.47,288.13,1459.05,20.26,61.43,recirculation
10.77,57.2,579.72,27.73,54.44,recirculation
188.56,280.27,820.92,30.01,60.22,recirculation
28.71,73.4,1471.59,17.36,60.68,fresh_air
15.1,20.0,633.83,26.38,19.44,fresh_air
60.67,124.91,1725.23,29.56,55.53,fresh_air
9.74,39.42,1074.26,28.38,47.75,fresh_air
40.19,67.45,733.11,14.99,43.0,fresh_air
234.2,245.15,1444.82,20.33,47.26,recirculation
28.41,40.95,968.15,18.5,28.22,fresh_air
46.88,149.27,1697.59,26.25,24.74,fresh_air
44.75,101.88,764.66,25.78,67.45,recirculation
54.68,83.52,651.52,10.0,64.58,fresh_air
56.45,151.98,1068.02,22.71,16.22,fresh_air
56.2,118.03,433.92,27.44,41.93,recirculation
5.0,37.33,511.35,24.64,62.33,recirculation
32.26,68.23,706.2,24.63,46.08,recirculation
39.84,73.68,1037.57,22.43,67.43,fresh_air
43.05,80.08,1180.6,19.45,64.7,fresh_air
6.09,20.0,1849.16,23.93,31.01,fresh_air
104.96,208.81,2046.23,24.22,47.99,fresh_air
121.7,179.96,838.45,26.65,43.73,recirculation
68.34,152.27,1770.97,26.99,30.55,fresh_air
10.86,29.09,562.43,24.37,29.64,fresh_air
176.56,264.69,1746.37,28.71,38.72,recirculation
171.46,285.36,1482.0,12.97,15.49,recirculation
56.81,104.85,598.52,17.79,53.97,fresh_air
39.38,77.73,843.02,26.05,64.62,recirculation
45.33,165.48,1759.51,24.54,57.19,fresh_air
52.85,121.55,924.51,26.14,60.51,recirculation
39.1,60.78,1103.83,18.56,46.27,fresh_air
59.83,142.55,1076.34,23.72,29.63,fresh_air
58.65,105.38,1599.77,27.06,47.92,fresh_air
113.94,241.27,745.08,22.76,43.82,recirculation
20.61,50.88,888.02,19.98,76.56,fresh_air
20.88,46.78,704.99,28.63,17.37,fresh_air
5.0,59.18,808.93,19.26,23.77,fresh_air
37.3,96.47,1540.73,33.72,55.36,fresh_air
85.9,192.07,907.37,21.36,46.29,recirculation
84.04,206.28,977.06,31.4,29.88,fresh_air
48.78,96.92,1927.09,23.21,35.24,fresh_air
65.2,147.58,1810.86,30.8,37.06,fresh_air
40.28,114.69,1057.67,12.21,83.53,fresh_air
24.18,64.21,1900.96,24.08,66.97,fresh_air
134.66,281.29,1655.04,27.46,72.95,recirculation
101.35,153.22,1128.89,17.01,10.0,fresh_air
166.91,233.05,1571.09,28.73,30.86,recirculation
5.0,32.03,933.61,21.9,29.9,fresh_air
5.0,29.74,830.2,18.14,37.63,recirculation
97.25,147.79,1589.59,29.37,55.84,fresh_air
15.1,43.38,624.93,20.97,51.12,recirculation
34.87,85.19,1676.86,26.46,53.21,fresh_air
20.86,47.22,1734.32,23.06,49.21,fresh_air
123.6,247.23,420.0,34.65,18.66,recirculation
55.15,117.7,1628.2,30.97,41.01,fresh_air
98.94,241.16,1175.28,20.61,47.39,recirculation
5.0,40.26,737.41,22.88,33.2,recirculation
48.38,108.43,804.55,24.62,58.04,recirculation
154.14,184.51,1541.81,27.06,65.75,recirculation
138.55,260.4,2308.17,30.76,53.18,fresh_air
208.93,244.25,1564.03,28.34,48.25,recirculation
28.74,68.12,844.5,25.25,62.48,recirculation
11.82,32.43,743.77,20.72,53.08,recirculation
32.5,66.74,658.97,20.46,37.63,recirculation
133.91,252.19,1610.44,32.49,54.51,recirculation
72.11,175.53,420.0,19.66,54.97,recirculation
23.1,68.46,1363.1,24.49,57.16,fresh_air
111.99,217.43,738.09,19.38,50.87,recirculation
95.71,187.42,1526.16,22.66,41.38,fresh_air
15.34,47.09,481.88,19.69,59.35,recirculation
12.75,37.14,730.06,20.62,25.85,fresh_air
27.28,73.86,833.39,21.65,48.32,recirculation
23.06,50.68,1138.22,20.95,46.15,fresh_air
40.48,95.92,946.37,24.52,38.27,recirculation
30.31,76.64,1760.52,23.96,47.81,fresh_air
24.43,74.03,733.26,21.75,58.51,recirculation
8.5,20.91,1090.37,24.46,25.34,fresh_air
44.98,113.18,1340.84,26.87,45.08,fresh_air
47.11,92.14,1448.65,14.58,14.63,fresh_air
106.63,158.31,857.63,27.88,84.66,fresh_air
5.34,20.0,759.7,18.53,40.66,recirculation
7.46,20.0,1560.9,29.04,51.03,fresh_air
15.29,65.83,752.69,23.96,51.77,recirculation
21.64,37.56,976.94,23.79,27.75,fresh_air
88.36,72.09,660.76,21.02,42.64,recirculation
21.57,81.93,997.21,18.72,55.67,fresh_air
35.32,70.16,1659.83,16.83,51.2,fresh_air
15.56,42.25,707.13,27.01,36.12,recirculation
35.53,61.72,845.78,26.53,42.06,recirculation
54.9,145.65,1326.24,19.87,64.29,fresh_air
15.12,62.14,562.46,17.34,58.24,fresh_air
7.13,45.6,1129.57,20.09,67.05,fresh_air
76.97,203.36,715.96,22.35,36.2,recirculation
17.16,50.36,1600.0,29.83,59.8,fresh_air
100.56,148.21,1318.99,23.45,49.38,fresh_air
170.72,254.71,651.46,28.44,72.29,recirculation
71.4,172.32,1478.49,29.37,50.05,fresh_air
31.49,89.97,1286.64,32.62,21.34,fresh_air
29.14,56.58,823.15,17.01,61.89,fresh_air
8.59,34.25,817.53,10.78,63.55,fresh_air
175.94,315.8,540.68,37.72,54.43,recirculation
24.97,40.38,434.94,22.05,29.66,fresh_air
14.11,46.95,816.74,27.7,72.71,fresh_air
53.56,106.1,954.33,24.89,42.7,fresh_air
157.72,179.2,1237.15,30.79,72.05,recirculation
85.28,95.42,734.87,28.48,43.96,recirculation
165.53,292.41,865.27,28.56,37.01,recirculation
22.7,51.43,420.0,22.23,68.47,recirculation
47.22,101.3,979.64,31.31,72.29,fresh_air
83.87,82.72,1582.67,22.69,49.11,fresh_air
109.13,183.71,1373.15,17.52,32.06,fresh_air
22.14,56.54,861.94,30.33,43.59,fresh_air
53.57,125.97,1527.91,27.21,56.0,fresh_air
6.12,25.35,1478.7,22.52,31.81,fresh_air
71.38,89.31,1700.5,39.32,36.45,fresh_air
100.68,129.84,1968.43,21.29,44.11,fresh_air
17.74,24.68,866.99,16.1,50.93,fresh_air
21.66,67.77,532.41,28.33,70.71,fresh_air
44.41,79.2,434.71,18.5,45.8,recirculation
21.33,74.76,928.36,23.16,40.33,recirculation
56.36,119.22,2150.49,24.89,88.45,fresh_air
57.32,122.53,1497.63,25.66,43.94,fresh_air
5.0,20.0,1071.46,27.65,47.33,fresh_air
131.08,141.35,1123.33,26.5,44.99,recirculation
81.24,171.84,929.37,26.36,46.13,recirculation
33.93,102.49,648.23,20.6,51.09,recirculation
27.55,100.92,910.78,25.27,62.89,recirculation
31.61,75.73,1173.84,17.53,55.66,fresh_air
65.49,172.64,1830.54,30.72,65.08,fresh_air
34.2,73.76,1054.54,17.97,64.62,fresh_air
48.48,127.24,1549.31,22.51,52.92,fresh_air
47.14,84.02,807.39,18.33,55.27,recirculation
185.84,259.52,2088.4,20.86,65.52,fresh_air
106.16,87.75,846.65,24.06,34.44,recirculation
19.99,31.55,1163.67,21.73,84.97,fresh_air
41.67,102.34,420.0,28.92,42.82,recirculation
53.95,88.85,867.94,24.98,45.09,recirculation
60.3,135.08,839.33,22.01,33.03,recirculation
104.27,216.87,503.41,23.43,33.45,recirculation
50.97,99.72,1034.66,29.24,63.64,fresh_air
19.19,33.17,1195.66,27.91,81.78,fresh_air
33.9,69.54,767.17,19.1,42.06,recirculation
31.96,56.2,1340.68,21.07,54.86,fresh_air
29.68,69.4,1122.59,26.04,53.08,fresh_air
41.72,95.15,1009.37,25.52,64.0,fresh_air
25.45,57.69,959.0,19.48,81.06,fresh_air
48.91,146.66,817.18,27.22,71.29,fresh_air
84.22,155.2,1706.37,20.17,46.66,fresh_air
28.12,96.44,1068.56,29.61,57.4,fresh_air
143.29,175.57,1439.5,32.83,31.11,recirculation
58.14,124.1,495.97,19.13,49.72,recirculation
75.18,233.04,2322.78,21.72,34.66,fresh_air
26.17,87.74,845.47,21.65,38.82,recirculation
106.39,77.51,792.6,24.69,66.07,recirculation
7.76,43.06,1303.29,23.12,67.52,fresh_air
43.63,104.95,790.05,19.07,47.09,recirculation
38.19,75.94,997.97,14.91,68.69,fresh_air
47.72,116.22,974.85,26.36,66.76,fresh_air
20.92,92.91,701.85,25.23,26.14,fresh_air
89.35,188.26,1024.54,24.45,43.75,recirculation
40.37,101.99,730.54,25.16,78.25,fresh_air
177.39,246.57,747.45,21.34,54.19,recirculation
5.0,20.0,1533.91,24.79,34.19,fresh_air
60.96,128.52,1154.05,34.92,51.64,fresh_air
49.14,86.12,787.05,29.05,64.3,recirculation
69.31,130.96,1216.84,22.76,14.35,fresh_air
30.38,115.92,1323.71,21.75,52.47,fresh_air
76.18,150.06,1758.41,11.7,44.79,fresh_air
14.61,29.5,986.02,28.6,27.01,fresh_air
38.93,111.13,1131.57,27.38,51.15,fresh_air
39.64,70.4,771.09,21.66,48.09,recirculation
43.85,87.98,634.79,13.79,55.82,fresh_air
33.19,102.73,1292.68,19.03,45.12,fresh_air
131.14,188.24,1235.06,25.91,35.7,recirculation
14.34,20.0,1197.27,23.62,29.63,fresh_air
65.31,146.44,901.58,26.97,40.33,recirculation
52.76,105.04,1193.74,24.37,62.03,fresh_air
86.04,194.79,988.5,34.67,35.38,fresh_air
53.53,102.23,1157.52,25.59,49.03,fresh_air
66.58,158.87,758.51,36.55,17.33,fresh_air
164.51,243.78,1006.02,15.01,44.77,recirculation
143.06,284.88,1730.85,18.69,60.32,recirculation
45.74,96.47,1119.17,22.43,57.07,fresh_air
16.12,54.79,1948.77,28.64,43.32,fresh_air
35.45,64.66,905.55,32.09,13.44,fresh_air
119.31,204.66,1011.85,23.29,40.55,recirculation
66.62,133.42,1460.45,21.37,43.24,fresh_air
33.66,73.68,564.92,15.59,37.3,fresh_air
69.39,160.95,1303.61,27.71,44.22,fresh_air
25.79,65.84,1409.65,28.15,43.88,fresh_air
10.34,39.89,1032.17,36.72,49.48,fresh_air
178.31,249.37,1778.72,20.82,63.86,recirculation
22.44,47.28,507.43,33.05,28.88,fresh_air
87.38,171.16,1477.53,27.22,45.73,fresh_air
51.68,110.14,766.96,19.58,22.85,fresh_air
150.91,279.28,1796.33,34.96,16.37,recirculation
18.02,56.91,722.69,27.32,35.36,recirculation
33.8,42.55,748.27,11.45,88.6,fresh_air
26.53,51.15,492.88,27.6,55.74,recirculation
68.49,135.68,2025.92,27.51,64.21,fresh_air
28.64,52.44,818.04,26.56,43.99,recirculation
14.07,75.91,689.95,23.93,35.72,recirculation
29.57,71.6,792.53,18.95,35.28,recirculation
59.98,129.5,1153.02,23.67,53.72,fresh_air
99.89,138.18,598.73,24.76,75.34,fresh_air
78.45,120.43,641.17,15.93,55.77,fresh_air
204.32,298.3,1613.05,24.73,44.75,recirculation
14.43,40.57,879.7,23.58,47.36,recirculation
26.51,46.98,1034.14,18.42,49.56,fresh_air
88.23,70.6,964.46,22.57,78.37,fresh_air
173.49,202.26,850.81,22.66,67.27,recirculation
5.74,20.0,769.44,32.3,53.64,fresh_air
16.07,76.2,1076.21,24.95,51.54,fresh_air
41.75,116.23,1162.21,28.45,54.19,fresh_air
95.04,129.11,1141.89,23.49,56.92,recirculation
39.18,116.27,551.78,15.94,44.22,fresh_air
17.78,63.46,1199.28,26.89,38.18,fresh_air
9.42,25.89,766.94,21.17,64.45,recirculation
31.85,54.59,663.69,22.56,50.31,recirculation
44.47,152.26,815.97,19.47,63.28,recirculation
18.41,52.42,1580.66,24.31,73.05,fresh_air
67.45,189.3,1733.84,33.36,33.72,fresh_air
40.02,82.73,793.6,16.01,38.76,fresh_air
117.4,206.89,1834.23,30.82,94.8,fresh_air
40.59,87.92,896.36,31.43,52.9,fresh_air
112.89,183.52,1882.09,15.2,34.73,fresh_air
25.34,97.54,675.91,18.87,46.06,recirculation
17.92,29.79,966.66,16.22,71.72,fresh_air
201.32,313.6,838.55,26.72,31.88,recirculation
25.02,42.37,502.37,18.11,18.48,fresh_air
5.67,20.0,1080.26,21.9,65.49,fresh_air
13.53,55.7,735.13,11.45,55.04,fresh_air
22.87,55.24,1273.95,25.65,48.46,fresh_air
52.37,113.31,495.22,17.61,65.03,fresh_air
32.41,87.46,813.02,18.59,39.96,recirculation
15.61,20.0,678.01,24.01,29.44,fresh_air
12.62,66.45,606.39,29.15,30.56,recirculation
59.31,117.78,733.43,23.89,58.14,recirculation
26.15,75.72,1778.04,20.6,53.63,fresh_air
72.7,90.72,1343.16,14.76,40.3,fresh_air
27.3,94.56,654.16,28.1,33.78,recirculation
109.75,176.76,420.0,20.84,46.21,recirculation
12.31,20.0,420.0,19.07,65.63,recirculation
85.14,175.78,720.52,16.62,38.3,fresh_air
32.75,80.97,695.24,17.81,40.72,fresh_air
12.91,20.56,801.75,26.78,53.14,recirculation
62.61,133.65,420.0,22.97,44.86,recirculation
33.12,70.4,836.16,18.8,54.73,recirculation
234.98,272.62,2009.98,24.8,79.61,fresh_air
169.29,286.34,1281.94,22.94,53.05,recirculation
11.0,26.53,420.0,33.55,49.25,fresh_air
10.62,29.0,651.64,16.67,62.08,fresh_air
21.31,47.11,637.9,24.69,59.75,recirculation
22.27,82.79,897.89,24.75,41.91,recirculation
25.1,62.36,542.86,19.57,82.23,fresh_air
145.65,239.52,1871.95,24.41,49.66,recirculation
97.49,140.2,871.32,27.31,53.31,recirculation
74.43,90.4,827.98,18.0,45.03,recirculation
58.5,150.29,1274.11,29.95,54.84,fresh_air
125.38,191.0,2241.16,14.64,71.36,fresh_air
46.71,115.82,964.08,20.38,41.74,fresh_air
22.41,70.47,664.79,30.34,60.97,fresh_air
178.66,312.13,503.67,27.92,52.3,recirculation
11.69,21.53,701.31,26.32,63.76,recirculation
177.41,253.01,1428.61,29.3,46.99,recirculation
50.04,93.55,1024.59,15.76,45.09,fresh_air
175.99,263.34,931.38,27.42,60.25,recirculation
50.52,71.49,606.14,28.58,55.01,recirculation
17.86,23.22,1096.93,21.17,38.52,fresh_air
78.8,154.71,507.0,35.31,68.84,fresh_air
47.25,101.66,452.57,24.84,60.26,recirculation
42.26,78.2,714.69,14.57,48.96,fresh_air
26.38,67.06,1368.17,25.64,43.44,fresh_air
116.96,219.86,1353.45,20.9,55.1,fresh_air
21.29,78.13,742.68,29.01,59.25,recirculation
13.78,39.57,684.71,33.34,54.92,fresh_air
89.66,133.37,1058.96,21.43,55.26,recirculation
55.64,122.22,880.29,30.46,59.14,fresh_air
31.35,46.4,902.12,23.04,10.0,fresh_air
69.72,151.14,1834.35,20.44,52.75,fresh_air
21.52,32.02,1096.78,34.1,37.08,fresh_air
203.9,279.47,1525.5,26.22,58.13,recirculation
20.47,39.95,1004.57,22.43,61.23,fresh_air
44.77,106.22,677.83,17.29,65.25,fresh_air
24.71,35.63,1697.09,24.16,35.44,fresh_air
53.18,126.09,1315.7,19.42,24.8,fresh_air
52.82,124.52,979.46,14.4,65.29,fresh_air
14.12,61.57,1607.5,25.03,59.84,fresh_air
31.65,59.68,877.89,15.45,66.36,fresh_air
5.63,28.49,1575.84,19.73,39.85,fresh_air
9.91,39.51,1031.27,16.38,61.25,fresh_air
128.88,191.68,1104.45,16.91,28.96,recirculation
20.21,24.74,789.78,25.83,37.83,recirculation
20.18,36.11,484.75,23.04,51.76,recirculation
47.52,159.62,754.22,22.89,59.28,recirculation
143.58,167.88,762.6,18.34,73.51,recirculation
35.71,44.46,1200.52,26.77,15.99,fresh_air
13.54,30.72,897.06,22.07,44.96,recirculation
27.25,20.0,1127.65,23.78,37.16,fresh_air
85.46,176.65,938.44,27.54,40.37,recirculation
110.19,232.54,720.73,22.98,63.89,recirculation
53.13,95.4,894.77,22.92,60.6,recirculation
13.96,33.71,1049.65,16.04,65.58,fresh_air
27.41,85.81,1880.08,20.75,46.65,fresh_air
34.22,44.58,825.6,23.58,49.98,recirculation
30.97,47.31,431.65,25.91,48.51,recirculation
56.55,115.22,420.0,19.47,42.92,recirculation
46.24,86.18,775.13,24.3,45.92,recirculation
13.38,36.2,420.0,34.45,40.55,fresh_air
49.77,81.25,1326.73,21.9,43.74,fresh_air
52.99,117.67,1015.2,23.99,50.69,fresh_air
67.28,136.12,694.73,18.36,38.5,recirculation
34.49,91.07,571.49,29.35,54.0,recirculation
92.3,182.55,1127.31,27.76,53.98,recirculation
32.01,79.74,1177.8,27.46,47.49,fresh_air
62.77,55.86,595.26,29.85,38.42,recirculation
43.67,106.46,1416.25,22.16,51.47,fresh_air
185.36,347.11,889.66,22.7,42.93,recirculation
11.07,34.6,1021.41,31.35,50.65,fresh_air
70.68,166.18,1170.09,26.72,65.37,fresh_air
90.35,170.11,1131.69,19.54,38.46,recirculation
18.1,77.6,1854.69,32.52,69.6,fresh_air
5.76,57.26,1125.34,21.5,48.98,fresh_air
86.21,84.6,1292.77,27.86,55.77,fresh_air
58.48,131.66,420.0,25.76,39.46,recirculation
37.93,42.54,685.51,20.73,39.79,recirculation
50.65,130.75,650.37,25.16,48.24,recirculation
57.91,124.46,695.68,24.91,44.48,recirculation
140.0,242.84,1158.9,25.56,41.94,recirculation
32.33,99.66,740.11,26.47,46.24,recirculation
23.43,42.94,1021.2,40.0,38.07,fresh_air
38.51,78.84,1305.97,25.78,52.42,fresh_air
98.18,164.78,970.04,24.1,49.44,recirculation
82.26,89.53,525.19,28.94,40.04,recirculation
31.03,71.67,654.22,27.03,55.69,recirculation
48.29,126.71,1059.09,27.93,43.55,fresh_air
9.62,39.54,806.71,24.89,56.44,recirculation
20.16,79.23,671.73,25.86,59.27,recirculation
30.28,95.18,1046.35,25.1,61.16,fresh_air
29.86,71.9,1108.66,24.08,49.98,fresh_air
41.44,45.87,855.12,33.31,55.37,fresh_air
84.01,147.11,647.78,20.78,47.64,recirculation
5.0,42.27,930.27,28.97,25.61,fresh_air
86.26,142.27,799.35,23.46,46.98,recirculation
81.79,158.69,797.34,17.63,44.75,fresh_air
154.83,266.8,1700.03,23.19,35.45,recirculation
183.82,327.96,1100.5,21.65,42.06,recirculation
18.57,39.92,924.97,26.48,51.89,recirculation
50.78,96.54,1129.28,24.39,34.13,fresh_air
35.22,80.35,1207.44,19.61,40.05,fresh_air
103.31,107.82,1607.76,30.33,71.67,fresh_air
174.89,225.11,1454.03,28.69,27.56,recirculation
55.36,138.62,1130.48,30.82,47.44,fresh_air
133.46,157.73,981.07,17.08,10.26,recirculation
17.08,51.15,1536.88,23.85,39.48,fresh_air
215.72,299.83,1643.68,36.18,28.42,recirculation
24.09,53.36,1041.4,21.52,36.17,fresh_air
34.14,96.25,935.51,36.56,80.33,fresh_air
38.53,90.34,834.23,23.24,68.92,recirculation
122.56,209.7,792.71,17.72,61.78,recirculation
46.85,106.21,2129.58,24.55,64.34,fresh_air
23.5,67.83,995.51,22.1,30.68,fresh_air
63.45,105.56,1600.0,22.96,46.6,fresh_air
41.13,79.43,940.3,25.56,56.54,recirculation
33.22,102.29,739.65,29.47,62.2,recirculation
10.95,50.43,775.02,20.35,74.55,fresh_air
85.96,108.94,1058.09,22.55,64.97,recirculation
102.11,151.44,1291.92,20.71,62.55,fresh_air
122.54,194.52,719.29,20.43,86.87,recirculation
89.79,168.14,1111.53,21.44,51.35,recirculation
54.52,135.35,931.9,23.16,45.95,recirculation
28.87,67.46,938.97,26.52,52.48,recirculation
80.62,141.04,829.46,25.38,37.19,recirculation
16.63,20.0,655.17,19.46,50.95,recirculation
19.07,44.47,608.18,29.56,25.82,fresh_air
27.75,74.71,1780.95,28.06,42.59,fresh_air
25.8,73.75,889.63,20.12,48.39,recirculation
74.19,93.87,1152.57,29.26,63.29,fresh_air
66.99,134.38,1220.08,25.41,65.56,fresh_air
138.49,208.08,753.18,23.33,36.51,recirculation
65.69,109.61,970.11,25.54,79.06,fresh_air
74.17,147.42,871.7,23.89,52.08,recirculation
176.39,241.79,559.12,26.34,53.36,recirculation
16.87,20.0,811.78,24.81,27.35,fresh_air
102.69,181.13,1759.08,13.27,21.06,fresh_air
56.2,185.83,1302.1,15.29,64.7,fresh_air
45.08,93.73,1126.98,26.27,52.38,fresh_air
229.87,242.48,814.92,22.39,51.51,recirculation
21.31,46.09,1409.0,27.35,53.18,fresh_air
55.47,82.04,420.0,26.07,29.8,fresh_air
46.44,120.32,990.43,22.51,48.65,fresh_air
210.89,262.45,794.13,28.4,69.72,recirculation
31.85,64.24,1262.16,24.88,65.21,fresh_air
71.4,124.26,787.75,24.7,48.25,recirculation
55.38,122.29,1033.52,23.41,71.89,fresh_air
69.7,128.93,1485.65,31.24,32.37,fresh_air
52.75,60.71,1391.23,14.55,58.2,fresh_air
29.73,55.49,1144.11,22.61,76.09,fresh_air
10.08,21.16,1189.9,18.68,58.09,fresh_air
35.14,65.79,2000.51,27.12,45.96,fresh_air
42.14,113.25,717.99,21.5,49.23,recirculation
37.02,60.37,988.55,21.98,38.71,fresh_air
105.16,163.74,989.79,21.78,53.87,recirculation
27.63,70.9,647.94,24.27,52.76,recirculation
28.08,87.75,451.95,18.62,50.28,recirculation
27.2,64.29,420.0,14.35,33.76,fresh_air
85.61,178.32,1606.87,25.97,53.71,fresh_air
22.74,55.49,1322.18,14.91,42.59,fresh_air
207.46,336.66,552.74,27.67,36.2,recirculation
135.11,186.63,1131.97,30.7,67.73,recirculation
14.7,20.0,899.58,23.29,80.38,fresh_air
195.26,230.0,1210.86,25.27,62.34,recirculation
110.22,152.11,1636.44,23.9,59.1,fresh_air
21.12,65.53,1071.68,30.88,46.28,fresh_air
23.71,50.18,979.15,22.04,49.02,fresh_air
152.13,268.64,1807.18,13.83,55.68,recirculation
32.93,68.08,717.62,23.66,44.12,recirculation
69.22,197.99,934.15,31.34,68.46,fresh_air
38.83,99.79,886.08,26.3,21.5,fresh_air
15.83,80.86,599.78,21.78,45.86,recirculation
33.72,72.36,1151.43,25.41,61.22,fresh_air
47.27,90.02,754.13,28.18,38.17,recirculation
15.67,20.0,2010.06,23.63,46.64,fresh_air
83.22,134.02,868.16,35.29,58.31,fresh_air
55.11,125.62,895.05,21.78,71.26,fresh_air
12.66,49.84,1231.64,28.31,31.88,fresh_air
62.25,188.22,628.52,27.28,30.85,recirculation
46.43,108.08,818.61,20.99,36.76,recirculation
70.74,123.5,1255.33,22.17,28.47,fresh_air
52.8,109.13,682.22,36.22,10.0,fresh_air
18.27,31.4,923.6,24.62,36.38,recirculation
16.63,40.02,523.19,25.45,67.27,recirculation
12.38,32.23,831.15,16.97,45.63,fresh_air
18.39,39.37,994.16,26.82,50.44,fresh_air
147.5,233.58,1212.62,25.24,36.62,recirculation
20.38,86.54,599.95,23.73,58.87,recirculation
55.24,123.42,1127.85,35.21,85.78,fresh_air
147.74,260.01,1049.87,22.24,37.57,recirculation
32.12,90.97,589.29,21.45,74.15,fresh_air
16.25,56.67,523.53,22.96,55.1,recirculation
60.23,131.93,612.5,22.0,50.24,recirculation
47.51,117.22,1001.77,33.38,55.6,fresh_air
46.69,104.71,931.65,27.92,55.47,recirculation
26.57,79.23,1065.42,19.84,76.0,fresh_air
91.84,112.07,775.2,32.76,57.28,fresh_air
33.25,81.1,619.57,22.14,57.58,recirculation
41.5,88.29,1098.9,24.13,44.1,fresh_air
41.76,123.77,716.1,27.86,61.75,recirculation
38.31,77.4,1453.3,15.53,36.6,fresh_air
124.22,184.94,457.02,22.98,51.53,recirculation
18.21,59.05,1356.74,21.53,90.37,fresh_air
112.51,126.45,1474.22,24.88,14.94,fresh_air
12.48,24.3,1522.5,25.59,53.26,fresh_air
55.63,111.06,1796.51,23.67,53.8,fresh_air
87.37,165.43,420.0,23.47,46.81,recirculation
137.55,236.42,1259.57,28.58,47.14,recirculation
34.75,67.52,815.45,25.3,51.28,recirculation
37.37,90.59,1313.06,24.18,46.47,fresh_air
100.31,130.01,556.04,24.64,53.11,recirculation
34.4,91.01,1034.46,31.89,43.17,fresh_air
15.02,20.0,1733.41,24.74,78.31,fresh_air
26.92,79.28,672.41,21.79,46.47,recirculation
75.92,93.89,1634.9,15.79,57.97,fresh_air
24.6,71.35,896.82,17.83,40.63,fresh_air
17.8,49.77,474.81,21.99,63.06,recirculation
129.37,176.44,1734.98,23.53,60.27,recirculation
44.79,96.58,1191.79,21.61,55.87,fresh_air
36.64,83.51,995.89,25.51,35.62,fresh_air
18.93,78.96,1600.0,21.56,39.47,fresh_air
11.79,38.83,889.4,20.07,73.61,fresh_air
45.1,120.9,1715.93,26.63,39.31,fresh_air
140.0,230.0,1060.83,29.89,58.97,recirculation
6.69,43.38,1436.93,19.24,36.77,fresh_air
92.4,102.57,1259.03,25.05,64.12,fresh_air
37.55,107.92,1202.25,15.81,40.39,fresh_air
8.8,24.68,1659.41,17.66,36.52,fresh_air
88.34,167.14,640.83,21.47,40.03,recirculation
9.98,20.0,594.74,28.88,42.25,recirculation
60.3,85.41,775.08,28.01,38.27,recirculation
10.04,75.6,875.8,20.49,50.97,recirculation
16.13,27.9,420.0,24.16,34.67,recirculation
11.87,62.29,988.62,24.16,49.61,fresh_air
97.76,187.47,1194.74,20.62,33.99,recirculation
80.49,142.41,1009.88,32.54,59.01,fresh_air
22.01,56.73,684.23,22.86,61.58,recirculation
58.61,97.47,653.46,24.49,49.66,recirculation
56.8,119.97,937.96,22.27,53.8,recirculation
23.25,38.2,820.14,25.89,74.53,fresh_air
198.4,245.16,975.19,29.31,47.79,recirculation
62.02,153.0,1804.12,31.15,36.78,fresh_air
57.81,139.22,1821.59,20.72,58.11,fresh_air
13.61,20.0,565.65,28.73,34.14,recirculation
105.74,187.66,1527.7,26.36,47.05,fresh_air
113.39,216.67,1352.43,28.19,41.61,fresh_air
53.75,103.9,1512.21,23.6,40.17,fresh_air
31.17,89.04,1084.75,23.2,46.5,fresh_air
53.02,112.49,1113.01,28.02,62.6,fresh_air
78.16,101.32,1223.6,28.11,65.48,fresh_air
94.84,188.0,970.65,30.73,62.97,fresh_air
